Gender,Age,Annual_Income,Education_Level,Marital_Status,Employment_Type,Years_in_Current_Job,Credit_Score,Existing_Loan_Balance,Loan_Amount_Requested,Credit_Card_Inquiries,Payment_of_Previous_Dues,Approved
Male,69,161661,Postgraduate,Single,Salaried,10.0,553.0,129686,205605,1,Paid on Time,1
Male,30,455445,Graduate,Married,Salaried,6.0,490.0,26586,267399,1,Paid on Time,1
Female,36,315395,Graduate,Married,Salaried,5.0,522.0,142180,361236,3,Paid on Time,1
Female,24,417326,Graduate,Single,Self-Employed,2.0,547.0,323203,494249,6,Paid on Time,0
Male,26,15000,Graduate,Single,Unemployed,0.0,650.0,6746,15015,0,Paid on Time,1
Male,36,302907,Undergraduate,Married,Salaried,2.0,829.0,81900,1073735,2,Paid on Time,1
Male,62,540680,High School,Married,Self-Employed,5.0,687.0,627209,163690,3,Paid on Time,1
Female,57,377758,Postgraduate,Married,Salaried,3.0,623.0,329647,483826,3,Paid on Time,1
Female,39,17949,Undergraduate,Single,Student,0.0,579.0,11782,17141,3,Delayed,0
Male,35,2520717,Undergraduate,Married,Self-Employed,10.0,765.0,685310,3000000,3,Paid on Time,1
Male,40,144257,Undergraduate,Single,Self-Employed,6.0,539.0,128612,122005,2,Paid on Time,1
Female,19,562283,Undergraduate,Single,Salaried,0.0,490.0,70690,314399,0,Paid on Time,1
Female,67,494565,Graduate,Divorced,Salaried,22.0,560.0,355905,670665,2,Delayed,0
Male,67,349931,Undergraduate,Married,Self-Employed,8.0,595.0,195649,464836,1,Delayed,0
Male,28,247015,High School,Married,Salaried,3.0,707.0,321334,282571,3,Paid on Time,1
Male,48,457036,Graduate,Single,Salaried,1.0,729.0,483185,1372032,2,Paid on Time,1
Female,50,133860,Postgraduate,Single,Salaried,5.0,701.0,71515,61046,2,Paid on Time,1
Male,31,674796,Undergraduate,Married,Salaried,3.0,425.0,80043,148704,1,Delayed,0
Male,33,817615,Undergraduate,Single,Self-Employed,4.0,649.0,286653,667146,2,Paid on Time,1
Female,28,303996,Graduate,Married,Salaried,2.0,653.0,5230,45619,2,Paid on Time,1
Male,50,876802,Undergraduate,Married,Salaried,12.0,689.0,1142710,620122,1,Paid on Time,1
Female,24,415028,Postgraduate,Married,Salaried,3.0,497.0,67972,500958,1,Delayed,0
Male,48,469600,Undergraduate,Single,Self-Employed,1.0,606.0,450395,631735,2,Paid on Time,1
Male,65,30783,Graduate,Married,Student,0.0,603.0,37462,14058,0,Paid on Time,1
Female,63,300439,Graduate,Married,Salaried,23.0,738.0,351884,120242,1,Paid on Time,1
Male,64,416678,Undergraduate,Married,Salaried,22.0,651.0,537674,409559,2,Delayed,0
Female,31,410973,Undergraduate,Single,Salaried,2.0,579.0,549798,193472,2,Paid on Time,1
Male,45,472142,Undergraduate,Single,Salaried,3.0,465.0,77318,62713,1,Paid on Time,1
Male,70,340284,High School,Married,Self-Employed,5.0,512.0,434754,96530,1,Paid on Time,1
Female,60,661821,Postgraduate,Married,Salaried,24.0,705.0,498049,2488173,2,Paid on Time,1
Male,33,175210,Undergraduate,Married,Salaried,1.0,426.0,24809,232171,2,Delayed,0
Female,36,297761,Graduate,Single,Salaried,9.0,452.0,19845,375614,0,Delayed,0
Male,34,19355,Graduate,Married,Student,0.0,724.0,25000,27560,2,Delayed,0
Male,43,30157,Undergraduate,Single,Student,0.0,712.0,38838,87052,2,Paid on Time,0
Male,23,501184,Postgraduate,Married,Self-Employed,1.0,512.0,49724,721615,0,Paid on Time,1
Male,60,416664,Postgraduate,Married,Salaried,8.0,620.0,216886,372753,4,Delayed,0
Female,66,152602,Undergraduate,Married,Salaried,19.0,793.0,39244,213501,1,Paid on Time,1
Female,26,726145,Graduate,Single,Self-Employed,1.0,652.0,147915,885215,2,Paid on Time,1
Male,67,410167,High School,Single,Salaried,13.0,683.0,255262,288131,6,Paid on Time,1
Male,34,163795,High School,Divorced,Self-Employed,8.0,797.0,153720,385186,3,Paid on Time,1
Female,48,1192444,Undergraduate,Married,Salaried,20.0,830.0,614810,2636164,0,Paid on Time,1
Female,29,197486,Graduate,Married,Salaried,4.0,650.0,91598,79860,0,Paid on Time,1
Male,40,157627,Undergraduate,Single,Salaried,14.0,791.0,22333,16172,0,Paid on Time,1
Male,22,43571,High School,Single,Student,0.0,736.0,25026,174086,1,Paid on Time,1
Male,60,612511,Undergraduate,Single,Salaried,25.0,600.0,432718,418690,0,Paid on Time,1
Female,53,871997,Postgraduate,Married,Self-Employed,20.0,686.0,521505,433681,2,Paid on Time,1
Male,53,640954,Graduate,Married,Self-Employed,4.0,468.0,87180,751348,1,Paid on Time,1
Male,20,30296,Graduate,Married,Student,0.0,705.0,13095,73039,2,Paid on Time,1
Female,41,391268,Graduate,Single,Salaried,13.0,594.0,420246,521420,1,Delayed,0
Male,34,830075,High School,Single,Salaried,2.0,567.0,1099147,990728,1,Paid on Time,1
Male,56,26736,Undergraduate,Single,Unemployed,0.0,750.0,23711,32053,1,Paid on Time,0
Male,43,536620,Postgraduate,Married,Salaried,6.0,545.0,312858,498596,3,Delayed,0
Male,21,556220,Graduate,Single,Salaried,0.0,684.0,149923,447080,1,Paid on Time,1
Male,62,656444,High School,Married,Salaried,17.0,740.0,918125,2510784,1,Paid on Time,1
Male,29,1503776,Postgraduate,Married,Salaried,4.0,601.0,1695933,654741,2,Paid on Time,1
Male,18,342170,Graduate,Divorced,Salaried,0.0,665.0,126487,170184,2,Paid on Time,1
Female,38,1430187,High School,Single,Self-Employed,10.0,571.0,323153,1985956,0,Paid on Time,1
Female,36,534043,Graduate,Single,Self-Employed,5.0,554.0,39500,395691,2,Delayed,0
Female,38,261194,Graduate,Single,Salaried,3.0,624.0,74656,193324,3,Delayed,0
Male,69,2135849,Graduate,Married,Self-Employed,27.0,850.0,2000000,3000000,2,Paid on Time,1
Male,35,609718,High School,Single,Salaried,0.0,828.0,575756,764950,0,Paid on Time,1
Male,60,865563,High School,Single,Salaried,3.0,595.0,1256066,931048,0,Delayed,0
Male,69,15000,Graduate,Married,Unemployed,0.0,634.0,7244,16651,3,Delayed,0
Male,20,219599,Postgraduate,Single,Salaried,0.0,606.0,259104,157970,2,Paid on Time,1
Female,66,487233,Undergraduate,Single,Self-Employed,5.0,517.0,88037,276526,2,Delayed,0
Male,61,383782,Postgraduate,Married,Salaried,24.0,573.0,323863,439552,2,Delayed,0
Male,49,439687,Graduate,Married,Self-Employed,14.0,599.0,307862,201505,0,Delayed,0
Male,27,521279,Undergraduate,Married,Salaried,3.0,400.0,87387,650052,2,Paid on Time,1
Female,57,557414,Undergraduate,Single,Salaried,34.0,618.0,586625,380700,3,Paid on Time,1
Male,32,788254,Graduate,Single,Salaried,1.0,720.0,229754,135320,0,Paid on Time,1
Female,22,500336,Graduate,Single,Salaried,2.0,842.0,738409,1160858,2,Paid on Time,1
Male,21,242012,Undergraduate,Married,Salaried,0.0,701.0,298815,207701,0,Paid on Time,1
Female,45,80189,Graduate,Single,Self-Employed,5.0,558.0,42656,60397,1,Delayed,0
Female,70,341062,High School,Single,Salaried,0.0,549.0,422591,420075,1,Paid on Time,1
Male,69,772768,Graduate,Married,Self-Employed,37.0,641.0,1109204,282847,2,Paid on Time,1
Male,68,390482,High School,Single,Salaried,36.0,653.0,521458,152818,3,Paid on Time,1
Male,70,533152,Graduate,Single,Salaried,11.0,637.0,444816,406999,3,Delayed,0
Male,21,21671,Graduate,Married,Unemployed,0.0,765.0,18761,42439,1,Paid on Time,0
Female,32,25657,Graduate,Married,Unemployed,0.0,692.0,4102,18861,2,Delayed,0
Female,34,888647,Postgraduate,Single,Salaried,7.0,697.0,219548,952887,2,Delayed,1
Female,61,44757,Postgraduate,Single,Student,,683.0,65967,21337,1,Paid on Time,1
Female,20,534304,Graduate,Divorced,Salaried,0.0,581.0,616952,248311,0,Delayed,0
Male,27,327022,Graduate,Single,Salaried,4.0,485.0,1668,42939,5,Paid on Time,1
Male,64,384862,Undergraduate,Married,Salaried,17.0,636.0,316092,244167,1,Paid on Time,1
Female,59,29475,Undergraduate,Married,Unemployed,0.0,584.0,15266,11026,1,Delayed,0
Male,40,15000,Postgraduate,Single,Unemployed,0.0,713.0,7009,36108,0,Paid on Time,1
Female,35,637620,Graduate,Married,Salaried,1.0,591.0,532352,225487,3,Delayed,0
Male,18,519668,Undergraduate,Single,Self-Employed,0.0,765.0,249558,1864917,3,Paid on Time,1
Male,52,277161,Postgraduate,Married,Self-Employed,12.0,714.0,104581,945439,0,Paid on Time,1
Female,70,613128,High School,Married,Salaried,25.0,816.0,862501,1890986,2,Paid on Time,1
Male,48,953881,Undergraduate,Married,Self-Employed,18.0,807.0,57028,3000000,2,Paid on Time,1
Female,61,445517,Graduate,Married,Salaried,20.0,723.0,291482,1711843,2,Paid on Time,1
Female,18,413778,Graduate,Single,Salaried,0.0,535.0,317276,226639,1,Paid on Time,1
Female,20,1526993,Undergraduate,Married,Self-Employed,0.0,605.0,1007704,2247432,0,Paid on Time,1
Female,20,221132,Undergraduate,Divorced,Salaried,0.0,579.0,218008,297805,2,Delayed,0
Female,54,387442,High School,Single,Salaried,7.0,661.0,14921,235041,1,Paid on Time,1
Female,36,381151,Postgraduate,Married,Salaried,1.0,695.0,505977,499194,2,Delayed,0
Male,46,240836,Undergraduate,Married,Self-Employed,6.0,618.0,180703,326628,4,Delayed,0
Male,42,566980,Undergraduate,Single,Salaried,9.0,709.0,470883,136497,2,Paid on Time,1
Female,50,819198,Undergraduate,Married,Salaried,0.0,584.0,568651,1086541,1,Delayed,0
Male,53,1017749,Graduate,Divorced,Self-Employed,6.0,420.0,90479,719082,2,Paid on Time,1
Male,46,360671,Graduate,Single,Salaried,6.0,671.0,101005,445746,2,Paid on Time,1
Male,43,55079,Undergraduate,Married,Student,0.0,622.0,41672,14079,0,Paid on Time,1
Female,21,724258,Graduate,Single,Salaried,0.0,662.0,457746,247016,2,Paid on Time,1
Female,66,571030,Graduate,Married,Salaried,36.0,728.0,400965,2236854,0,Paid on Time,1
Male,31,242609,Graduate,Married,Salaried,7.0,626.0,5033,165617,1,Paid on Time,1
Female,67,539207,Graduate,Divorced,Salaried,14.0,527.0,105868,656666,1,Delayed,0
Female,44,28475,Graduate,Married,Student,0.0,590.0,32596,32755,2,Paid on Time,0
Female,50,251908,Undergraduate,Single,Salaried,18.0,791.0,158363,797437,0,Paid on Time,1
Female,39,565324,Undergraduate,Divorced,Self-Employed,2.0,693.0,629974,661695,1,Paid on Time,1
Female,65,480140,Undergraduate,Married,Salaried,5.0,766.0,123236,1759445,0,Paid on Time,1
Male,20,294549,Undergraduate,Married,Self-Employed,0.0,601.0,308485,273819,4,Paid on Time,1
Female,40,53878,High School,Married,Student,0.0,723.0,23365,94786,1,Paid on Time,1
Male,38,263561,Graduate,Married,Salaried,13.0,746.0,278763,977388,3,Paid on Time,1
Female,58,406445,Undergraduate,Married,Salaried,4.0,496.0,7054,243758,0,Delayed,0
Female,40,51138,Graduate,Single,Student,0.0,679.0,25592,50267,2,Paid on Time,1
Male,21,429466,Undergraduate,Single,Self-Employed,0.0,669.0,76889,557148,0,Paid on Time,1
Male,38,593053,High School,Single,Salaried,8.0,532.0,560118,819850,0,Delayed,0
Female,54,260387,Postgraduate,Married,Salaried,8.0,533.0,153341,372145,1,Delayed,0
Male,60,763318,Undergraduate,Single,Salaried,29.0,850.0,85045,2040912,0,Paid on Time,1
Female,48,58419,Undergraduate,Single,Student,0.0,667.0,46124,64744,2,Paid on Time,1
Male,38,429659,Undergraduate,Married,Self-Employed,12.0,776.0,16045,876646,0,Paid on Time,1
Male,43,22427,Graduate,Married,Unemployed,0.0,723.0,27533,27160,1,Paid on Time,0
Female,58,237288,Undergraduate,Married,Salaried,14.0,655.0,333987,29103,2,Paid on Time,1
Female,52,475270,Undergraduate,Divorced,Salaried,4.0,548.0,577503,195268,1,Delayed,0
Female,55,197099,Graduate,Single,Salaried,8.0,714.0,281311,772991,0,Paid on Time,1
Male,41,275208,Graduate,Single,Salaried,18.0,650.0,370338,338212,0,Paid on Time,1
Female,28,413432,Postgraduate,Single,Salaried,4.0,666.0,554989,318611,2,Paid on Time,1
Female,58,910646,Graduate,Single,Salaried,13.0,677.0,335263,529110,2,Delayed,1
Female,46,268082,Graduate,Married,Self-Employed,2.0,685.0,92958,50957,0,Delayed,1
Female,64,305657,Undergraduate,Single,Salaried,13.0,704.0,371108,42649,3,Paid on Time,1
Female,20,536129,Graduate,Single,Salaried,0.0,559.0,395168,620346,1,Delayed,0
Male,18,46791,Postgraduate,Married,Student,0.0,720.0,66137,184531,1,Paid on Time,0
Male,69,19231,Undergraduate,Divorced,Unemployed,0.0,723.0,25882,20960,0,Paid on Time,0
Female,36,335624,Postgraduate,Married,Salaried,0.0,670.0,449658,162559,3,Paid on Time,1
Male,63,57512,Graduate,Married,Student,0.0,710.0,28133,215395,1,Paid on Time,1
Female,66,601294,Postgraduate,Single,Salaried,22.0,794.0,119869,1471992,1,Paid on Time,1
Male,39,964705,High School,Single,Salaried,6.0,734.0,981023,750408,1,Paid on Time,1
Female,31,59058,Graduate,Married,Student,0.0,535.0,39029,10000,2,Delayed,0
Female,66,878700,Graduate,Single,Self-Employed,2.0,596.0,1230982,781169,4,Paid on Time,1
Male,31,31350,High School,Married,Student,0.0,631.0,40152,22997,2,Paid on Time,0
Male,61,763723,Graduate,Single,Self-Employed,17.0,591.0,1064052,538372,1,Paid on Time,1
Male,33,295910,Graduate,Married,Salaried,5.0,511.0,252055,431131,0,Paid on Time,1
Female,50,437226,Graduate,Married,Salaried,1.0,744.0,345120,491976,1,Paid on Time,1
Female,30,112836,Graduate,Married,Salaried,4.0,570.0,143372,88371,0,Paid on Time,1
Male,55,771788,Graduate,Married,Salaried,11.0,772.0,592605,719338,0,Paid on Time,1
Female,66,882499,Undergraduate,Married,Salaried,6.0,488.0,158854,485819,1,Paid on Time,1
Male,29,490637,Undergraduate,Single,Salaried,3.0,727.0,25337,1514588,0,Paid on Time,1
Male,68,17890,Graduate,Married,Student,0.0,735.0,9628,15554,2,Paid on Time,1
Female,55,50393,Postgraduate,Married,Student,0.0,673.0,63104,52765,1,Paid on Time,1
Male,56,303656,Undergraduate,Married,Self-Employed,9.0,624.0,95629,85479,3,Paid on Time,1
Male,50,227935,High School,Married,Salaried,20.0,648.0,136407,83606,2,Delayed,1
Male,50,867585,High School,Married,Self-Employed,9.0,651.0,13069,114808,1,Paid on Time,1
Male,46,366633,Postgraduate,Married,Self-Employed,9.0,696.0,165929,360272,1,Paid on Time,1
Male,22,16840,High School,Married,Unemployed,0.0,632.0,8048,25031,1,Delayed,0
Male,23,488243,Postgraduate,Married,Salaried,1.0,646.0,536490,497551,3,Paid on Time,1
Female,48,437902,High School,Single,Salaried,12.0,683.0,444907,609844,2,Paid on Time,1
Male,33,37342,Graduate,Single,Student,0.0,652.0,24923,31254,1,Delayed,0
Male,48,21847,Graduate,Married,Student,0.0,561.0,23873,22991,1,Paid on Time,0
Male,42,462388,Postgraduate,Married,Salaried,8.0,571.0,297085,645376,5,Paid on Time,1
Male,65,826538,Undergraduate,Married,Salaried,27.0,642.0,538833,182422,2,Paid on Time,1
Female,63,430335,Postgraduate,Married,Self-Employed,4.0,477.0,55560,402970,3,Paid on Time,1
Female,50,811327,High School,Married,Salaried,2.0,635.0,879741,734851,0,Delayed,1
Male,30,755394,Graduate,Single,Self-Employed,5.0,667.0,959619,110598,1,Paid on Time,1
Female,69,426318,Postgraduate,Married,Salaried,31.0,640.0,480504,135858,1,Paid on Time,1
Female,27,242610,Graduate,Divorced,Salaried,6.0,695.0,243937,211868,3,Paid on Time,1
Female,41,233703,Graduate,Married,Salaried,1.0,670.0,196828,186201,1,Paid on Time,1
Male,27,980401,Undergraduate,Single,Salaried,4.0,735.0,453104,1412689,4,Paid on Time,1
Male,58,564989,Graduate,,Salaried,10.0,665.0,221264,608382,4,Paid on Time,1
Male,48,530020,Undergraduate,Married,Salaried,14.0,843.0,670409,797629,1,Paid on Time,1
Female,30,537075,Undergraduate,Married,Salaried,8.0,653.0,577901,631823,1,Paid on Time,1
Male,20,474614,Graduate,Single,Salaried,0.0,,473720,1545355,0,Paid on Time,1
Female,67,908467,Postgraduate,Single,Salaried,30.0,631.0,352717,910655,1,Paid on Time,1
Male,69,1262927,Undergraduate,Married,Salaried,15.0,653.0,1837175,619558,1,Paid on Time,1
Male,51,31952,Graduate,Married,Student,0.0,555.0,3897,39100,1,Delayed,0
Female,66,267292,Graduate,Married,Salaried,16.0,639.0,336087,120950,3,Paid on Time,1
Male,45,249201,High School,Married,Salaried,14.0,567.0,78789,130634,2,Paid on Time,1
Male,36,713852,Postgraduate,Divorced,Salaried,0.0,764.0,420026,1766313,1,Paid on Time,1
Female,40,52895,Graduate,Single,Student,0.0,,33949,56315,1,Paid on Time,1
Female,62,440411,Graduate,Married,Salaried,14.0,707.0,437791,681770,2,Paid on Time,1
Female,49,1113190,Postgraduate,Married,Salaried,8.0,475.0,121707,1032976,1,Delayed,0
Female,30,510067,Undergraduate,Married,Salaried,5.0,487.0,18983,228093,0,Delayed,1
Female,50,418111,Graduate,Single,Self-Employed,19.0,618.0,18825,507060,1,Paid on Time,1
Female,51,787651,Undergraduate,Divorced,Self-Employed,2.0,507.0,847370,1172796,0,Delayed,0
Male,50,441341,Undergraduate,Married,Salaried,3.0,367.0,44568,475639,1,Paid on Time,1
Male,22,168900,Postgraduate,Married,Salaried,2.0,730.0,91658,227259,0,Paid on Time,1
Male,20,742735,Graduate,Divorced,Salaried,0.0,682.0,317005,436921,2,Paid on Time,1
Male,24,461631,Undergraduate,Married,Salaried,4.0,570.0,569914,65891,1,Delayed,0
Female,41,389399,Graduate,Married,Self-Employed,1.0,662.0,464668,391632,0,Paid on Time,1
Female,39,252383,High School,Married,Salaried,11.0,833.0,312721,615835,0,Paid on Time,1
Female,62,339334,Postgraduate,Married,Salaried,,557.0,111524,487427,0,Paid on Time,1
Male,40,450126,Postgraduate,Married,Salaried,12.0,741.0,575233,750956,1,Paid on Time,1
Female,47,185304,Undergraduate,Divorced,Self-Employed,1.0,604.0,273936,260554,1,Paid on Time,0
Male,35,854152,Undergraduate,Single,Self-Employed,1.0,588.0,767651,994529,3,Delayed,0
Female,49,29429,High School,Married,Student,0.0,524.0,2082,14808,0,Paid on Time,1
Female,70,481989,Graduate,Married,Salaried,6.0,664.0,507726,59287,3,Delayed,1
Male,24,232229,Postgraduate,Single,Salaried,1.0,730.0,187446,681354,0,Paid on Time,1
Male,50,461524,Graduate,Married,Salaried,21.0,681.0,492940,366859,2,Paid on Time,1
Male,22,308139,Graduate,Married,Salaried,1.0,628.0,87004,445753,0,Paid on Time,1
Female,66,696475,Undergraduate,Married,Salaried,26.0,585.0,632885,91201,1,Delayed,1
Female,45,430228,Postgraduate,Single,Salaried,2.0,823.0,347964,918721,2,Paid on Time,1
Female,25,537122,Postgraduate,Married,Salaried,3.0,594.0,485416,646884,2,Delayed,0
Male,32,25055,Undergraduate,Married,Unemployed,0.0,593.0,27350,30208,0,Paid on Time,0
Male,69,325156,Undergraduate,Married,Self-Employed,18.0,493.0,35391,338449,3,Paid on Time,1
Female,21,1241907,High School,Married,Salaried,0.0,825.0,599487,2034309,1,Paid on Time,1
Female,51,189231,Graduate,Divorced,Salaried,0.0,480.0,11694,36737,1,Paid on Time,1
Male,22,381055,Postgraduate,Single,Salaried,0.0,745.0,397280,486554,0,Paid on Time,1
Male,50,695187,Undergraduate,Married,Salaried,7.0,709.0,692251,1834942,1,Paid on Time,1
Female,22,557228,Graduate,Married,Salaried,2.0,601.0,352727,657240,0,Paid on Time,1
Male,55,400792,Graduate,Single,Salaried,8.0,672.0,212543,498718,2,Delayed,0
Male,51,27429,Undergraduate,Married,Student,0.0,696.0,25514,32468,3,Paid on Time,0
Male,43,260219,Graduate,Single,Salaried,4.0,850.0,121845,354623,4,Paid on Time,1
Male,18,554415,Graduate,Single,Salaried,0.0,826.0,801072,1556213,3,Delayed,0
Female,21,918647,Graduate,Married,Self-Employed,0.0,723.0,821925,3000000,2,Paid on Time,1
Female,56,415513,Graduate,Divorced,Salaried,19.0,675.0,368939,120956,1,Paid on Time,1
Female,43,259536,Undergraduate,Married,Salaried,1.0,716.0,53075,766230,1,Paid on Time,1
Male,50,546020,Postgraduate,Married,Salaried,4.0,673.0,499319,368002,2,Paid on Time,1
Male,50,681377,Graduate,Single,Self-Employed,1.0,685.0,301432,282765,2,Delayed,1
Male,25,189903,Undergraduate,Single,Salaried,0.0,584.0,128705,104078,3,Delayed,0
Male,37,427976,Graduate,Single,Salaried,3.0,643.0,345504,142542,2,Delayed,0
Female,33,31796,Undergraduate,Single,Student,0.0,727.0,22795,104285,2,Paid on Time,0
Male,38,270242,Postgraduate,Married,Salaried,4.0,655.0,328098,173615,1,Paid on Time,1
Male,62,1054167,Undergraduate,Married,Self-Employed,9.0,699.0,157276,1489187,2,Delayed,1
Male,43,57644,Postgraduate,Married,Student,0.0,598.0,14468,83753,1,Delayed,0
Male,40,173099,Undergraduate,Single,Salaried,4.0,645.0,40762,251346,2,Paid on Time,1
Male,35,380531,Undergraduate,Married,Self-Employed,10.0,526.0,466245,121007,2,Paid on Time,1
Male,48,974055,Undergraduate,Married,Self-Employed,9.0,729.0,172735,1413261,2,Paid on Time,1
Female,69,21864,Postgraduate,Divorced,Student,0.0,474.0,4247,11687,0,Paid on Time,1
Male,59,484864,High School,Married,Salaried,15.0,698.0,704870,674809,3,Paid on Time,1
Male,29,52408,Undergraduate,Married,Student,0.0,513.0,77968,11585,3,Delayed,0
Female,18,796671,Postgraduate,Married,Salaried,0.0,555.0,1170734,736173,1,Paid on Time,1
Female,59,1227683,Graduate,Married,Self-Employed,3.0,551.0,274423,957005,5,Paid on Time,1
Female,26,123610,High School,Married,Salaried,0.0,735.0,121895,483000,1,Paid on Time,1
Female,20,1087136,Graduate,Married,Salaried,0.0,528.0,651776,1574846,3,Delayed,0
Male,68,401844,Graduate,Married,Salaried,8.0,631.0,441118,278718,0,Paid on Time,1
Male,43,245384,Graduate,Married,Salaried,19.0,608.0,149408,176166,0,Paid on Time,1
Male,26,160330,High School,Married,Salaried,3.0,624.0,92166,102346,0,Paid on Time,1
Female,59,271016,High School,Married,Salaried,21.0,724.0,367477,861226,3,Paid on Time,1
Female,68,465766,High School,Married,Salaried,9.0,637.0,345514,111901,0,Paid on Time,1
Male,33,483118,Postgraduate,Married,Salaried,4.0,635.0,536085,126869,1,Paid on Time,1
Male,41,684893,Undergraduate,Married,Salaried,9.0,558.0,667685,744184,4,Paid on Time,1
Female,67,284533,High School,Divorced,Salaried,4.0,554.0,280709,35100,1,Paid on Time,1
Male,31,53808,High School,Divorced,Student,0.0,509.0,28177,55930,0,Delayed,0
Female,20,437491,Undergraduate,Married,Self-Employed,0.0,614.0,165665,122573,1,Paid on Time,1
Female,51,403054,Graduate,Married,Salaried,1.0,798.0,535315,1276118,3,Delayed,0
Female,50,496830,Undergraduate,Single,Salaried,7.0,667.0,18325,564147,0,Delayed,1
Female,67,915199,High School,Single,Self-Employed,6.0,655.0,237391,325046,1,Paid on Time,1
Female,41,130254,High School,Divorced,Salaried,8.0,494.0,3459,151056,1,Delayed,0
Male,26,740753,High School,Married,Salaried,4.0,761.0,1054892,2357001,1,Paid on Time,1
Female,30,310925,High School,Single,Salaried,0.0,810.0,2344,1153436,0,Paid on Time,1
Female,19,25875,High School,Single,Unemployed,0.0,566.0,311,28830,1,Paid on Time,0
Male,24,450485,Postgraduate,Married,Salaried,1.0,552.0,153206,592226,3,Delayed,0
Male,65,712695,Postgraduate,Married,Self-Employed,13.0,793.0,298356,1843151,1,Paid on Time,1
Male,38,1963793,Graduate,Married,Salaried,8.0,688.0,1649069,1916117,4,Paid on Time,1
Male,36,4480518,Undergraduate,Married,Self-Employed,10.0,821.0,2000000,3000000,2,Paid on Time,1
Female,42,609637,Undergraduate,Married,Salaried,8.0,767.0,425260,1027098,0,Paid on Time,1
Female,64,495632,High School,Single,Salaried,9.0,457.0,28625,208167,3,Paid on Time,1
Male,39,277858,Undergraduate,Married,Salaried,2.0,809.0,340515,475672,0,Paid on Time,1
Male,28,54533,Graduate,Married,Student,0.0,663.0,31556,50756,2,Delayed,0
Female,50,1081768,Graduate,Single,Salaried,8.0,652.0,230005,1153172,2,Paid on Time,1
Male,49,533046,Undergraduate,Married,Salaried,0.0,653.0,635320,394126,3,Paid on Time,1
Male,38,234104,Undergraduate,Married,Self-Employed,10.0,642.0,847,131602,0,Paid on Time,1
Female,56,800572,Graduate,Married,Salaried,13.0,,32841,356772,0,Delayed,1
Male,37,572029,Graduate,Married,Salaried,8.0,788.0,544971,465903,1,Paid on Time,1
Male,25,839845,Undergraduate,Married,Salaried,1.0,594.0,129078,644092,0,Delayed,1
Male,59,115197,Graduate,Single,Salaried,8.0,618.0,44204,125443,0,Paid on Time,1
Male,54,146673,Graduate,Married,Salaried,16.0,707.0,86530,489360,2,Delayed,0
Female,26,1355706,Graduate,Single,Self-Employed,1.0,824.0,806140,1961322,2,Paid on Time,1
Male,42,458016,Undergraduate,Married,Salaried,10.0,641.0,668338,437693,3,Paid on Time,1
Male,42,34855,Undergraduate,Divorced,Student,0.0,669.0,35319,26796,1,Delayed,0
Female,50,736661,Graduate,Single,Salaried,6.0,790.0,40908,2849715,3,Paid on Time,1
Female,19,1394965,High School,Divorced,Salaried,0.0,706.0,463163,3000000,1,Paid on Time,1
Male,36,498986,Graduate,Married,Salaried,1.0,696.0,461385,666237,2,Paid on Time,1
Male,63,341600,Graduate,Single,Self-Employed,28.0,360.0,48741,311157,1,Delayed,0
Female,37,325632,Graduate,Single,Salaried,4.0,620.0,185901,231708,1,Paid on Time,1
Male,59,194146,Graduate,Single,Self-Employed,20.0,666.0,249449,196592,2,Delayed,0
Male,58,157487,Graduate,Married,Self-Employed,30.0,665.0,222866,50949,0,Paid on Time,1
Female,59,463324,Graduate,Married,Salaried,4.0,741.0,426764,1641831,0,Paid on Time,1
Female,46,833543,Undergraduate,Married,Salaried,25.0,527.0,703163,399872,1,Delayed,0
Female,23,311021,Undergraduate,Married,Salaried,0.0,547.0,350274,391158,1,Paid on Time,1
Female,34,241076,Undergraduate,Single,Self-Employed,0.0,747.0,282797,304757,4,Paid on Time,1
Female,42,580136,Postgraduate,Single,Salaried,7.0,758.0,187472,1239098,0,Paid on Time,1
Male,55,174291,Graduate,Single,Self-Employed,3.0,546.0,126422,205870,3,Paid on Time,1
Female,21,131955,High School,Married,Salaried,0.0,676.0,88561,85933,1,Paid on Time,1
Male,47,590591,Graduate,Married,Self-Employed,4.0,625.0,834032,355066,2,Paid on Time,1
Male,37,569367,Undergraduate,Married,Salaried,10.0,585.0,95453,764671,0,Delayed,0
Female,20,594460,Graduate,Married,Salaried,0.0,530.0,841283,116795,0,Delayed,0
Female,40,20454,High School,Single,Student,0.0,560.0,17567,26143,0,Delayed,0
Male,68,435684,Undergraduate,Married,Self-Employed,1.0,567.0,188250,609730,2,Delayed,0
Female,35,473424,Graduate,Single,Salaried,6.0,,617352,1087136,4,Paid on Time,1
Male,43,211937,Undergraduate,Married,Self-Employed,6.0,699.0,16030,227696,4,Paid on Time,1
Male,53,360505,Graduate,Divorced,Self-Employed,14.0,678.0,172469,470829,3,Delayed,0
Male,25,335663,Postgraduate,Married,Salaried,1.0,538.0,378898,238233,2,Paid on Time,1
Female,34,387712,Undergraduate,Married,Salaried,10.0,782.0,481359,1367566,0,Paid on Time,1
Female,48,290624,Graduate,Married,Salaried,13.0,794.0,73018,450995,2,Delayed,1
Male,54,29226,Graduate,Married,Unemployed,0.0,674.0,41286,15462,2,Paid on Time,0
Female,62,1044334,Graduate,Single,Salaried,21.0,663.0,84156,1541939,2,Delayed,1
